Hour,Date,App_Opens,Trips,Distance to Closest Bike,Battery % - Start,Battery % - End,Starting Geo,Ending Geo,,,,,
16,25-Jul,1,1,0.07,73,68,Geo 2,Geo 3,,,,,
16,25-Jul,1,1,0.06,74,59,Geo 2,Geo 2,,,,,
16,25-Jul,1,1,0.3,35,19,Geo 1,Geo 4,,,,,
16,25-Jul,1,1,0.33,64,36,Geo 1,Geo 3,,,,,
16,25-Jul,1,1,0.29,38,23,Geo 2,Geo 2,,,,,
16,25-Jul,1,1,0.48,67,60,Geo 2,Geo 1,,,,,
16,25-Jul,1,1,0.17,45,35,Geo 1,Geo 1,,,,,
16,25-Jul,1,1,0.01,60,59,Geo 4,Geo 2,,,,,
16,25-Jul,1,1,0.1,72,67,Geo 2,Geo 2,,,,,
16,25-Jul,1,1,0.17,75,75,Geo 2,Geo 1,,,,,
16,25-Jul,1,1,0.11,36,26,Geo 3,Geo 3,,,,,
16,25-Jul,1,1,0.42,60,42,Geo 4,Geo 4,,,,,
16,25-Jul,1,1,0.49,31,13,Geo 2,Geo 1,,,,,
16,25-Jul,1,1,0.37,72,66,Geo 2,Geo 4,,,,,
16,25-Jul,1,1,0.22,43,26,Geo 2,Geo 2,,,,,
16,25-Jul,1,1,0.23,47,35,Geo 1,Geo 3,,,,,
16,25-Jul,1,1,0.21,42,36,Geo 2,Geo 2,,,,,
16,25-Jul,1,1,0.32,50,41,Geo 2,Geo 1,,,,,
16,25-Jul,1,1,0.38,61,50,Geo 3,Geo 1,,,,,
16,25-Jul,1,1,0.32,32,20,Geo 2,Geo 2,,,,,
16,25-Jul,1,1,0.29,32,26,Geo 2,Geo 1,,,,,
16,25-Jul,1,1,0.28,31,18,Geo 2,Geo 2,,,,,
16,25-Jul,1,1,0.47,64,63,Geo 1,Geo 4,,,,,
16,25-Jul,1,1,0.47,56,55,Geo 2,Geo 4,,,,,
16,25-Jul,1,1,0.46,37,26,Geo 3,Geo 2,,,,,
16,25-Jul,1,1,0.02,77,73,Geo 1,Geo 1,,,,,
16,25-Jul,1,1,0.45,47,43,Geo 1,Geo 4,,,,,
16,25-Jul,1,1,0.24,37,25,Geo 2,Geo 4,,,,,
16,25-Jul,1,1,0.46,36,28,Geo 4,Geo 5,,,,,
16,25-Jul,1,1,0.09,35,20,Geo 2,Geo 2,,,,,
16,25-Jul,1,1,0.46,39,22,Geo 1,Geo 2,,,,,
16,25-Jul,1,1,0.15,69,63,Geo 4,Geo 1,,,,,
16,25-Jul,1,1,0.33,81,73,Geo 3,Geo 3,,,,,
16,25-Jul,1,1,0.12,44,43,Geo 2,Geo 5,,,,,
16,25-Jul,1,1,0.17,82,74,Geo 2,Geo 3,,,,,
16,25-Jul,1,1,0.06,60,37,Geo 3,Geo 2,,,,,
16,25-Jul,1,1,0.47,54,46,Geo 1,Geo 3,,,,,
16,25-Jul,1,1,0.45,59,55,Geo 1,Geo 2,,,,,
16,25-Jul,2,1,0.26,38,22,Geo 2,Geo 2,,,,,
16,25-Jul,1,1,0.2,30,19,Geo 2,Geo 2,,,,,
16,25-Jul,1,1,0.3,37,27,Geo 3,Geo 2,,,,,
16,25-Jul,1,1,0.46,50,32,Geo 3,Geo 1,,,,,
16,25-Jul,1,1,0.3,32,17,Geo 4,Geo 1,,,,,
16,25-Jul,1,1,0.2,58,52,Geo 1,Geo 3,,,,,
16,25-Jul,1,1,0.11,31,18,Geo 1,Geo 3,,,,,
17,25-Jul,1,1,0.46,42,23,Geo 3,Geo 1,,,,,
17,25-Jul,1,1,0.24,61,60,Geo 1,Geo 2,,,,,
17,25-Jul,1,1,0.48,82,77,Geo 2,Geo 1,,,,,
17,25-Jul,1,1,0.12,32,14,Geo 1,Geo 3,,,,,
17,25-Jul,1,1,0.43,48,33,Geo 3,Geo 3,,,,,
17,25-Jul,1,1,0.47,44,44,Geo 2,Geo 3,,,,,
17,25-Jul,1,1,0.3,72,63,Geo 2,Geo 3,,,,,
17,25-Jul,1,1,0.48,43,39,Geo 2,Geo 3,,,,,
17,25-Jul,1,1,0.35,77,47,Geo 2,Geo 1,,,,,
17,25-Jul,1,1,0.49,52,52,Geo 2,Geo 3,,,,,
17,25-Jul,1,1,0.45,58,46,Geo 2,Geo 2,,,,,
17,25-Jul,1,1,0.31,71,44,Geo 1,Geo 1,,,,,
17,25-Jul,1,1,0.26,52,42,Geo 4,Geo 1,,,,,
17,25-Jul,1,1,0.48,54,49,Geo 3,Geo 4,,,,,
17,25-Jul,1,1,0.32,48,43,Geo 2,Geo 3,,,,,
17,25-Jul,1,1,0.06,46,38,Geo 1,Geo 1,,,,,
17,25-Jul,1,1,0.32,86,79,Geo 1,Geo 3,,,,,
17,25-Jul,1,1,0.44,30,21,Geo 4,Geo 4,,,,,
17,25-Jul,1,1,0.36,31,22,Geo 1,Geo 2,,,,,
17,25-Jul,1,1,0.25,48,42,Geo 3,Geo 3,,,,,
17,25-Jul,1,1,0.28,84,73,Geo 3,Geo 1,,,,,
17,25-Jul,1,1,0.5,33,22,Geo 3,Geo 5,,,,,
17,25-Jul,1,1,0.45,70,50,Geo 3,Geo 3,,,,,
17,25-Jul,1,1,0.31,76,67,Geo 3,Geo 5,,,,,
17,25-Jul,1,1,0.42,34,24,Geo 3,Geo 1,,,,,
17,25-Jul,1,1,0.02,33,26,Geo 1,Geo 1,,,,,
17,25-Jul,1,1,0.2,91,88,Geo 4,Geo 4,,,,,
17,25-Jul,1,1,0.01,30,12,Geo 2,Geo 2,,,,,
17,25-Jul,1,1,0.08,68,67,Geo 4,Geo 1,,,,,
17,25-Jul,1,1,0.31,74,65,Geo 2,Geo 4,,,,,
17,25-Jul,1,1,0.3,56,38,Geo 1,Geo 4,,,,,
17,25-Jul,1,1,0.01,67,60,Geo 3,Geo 3,,,,,
17,25-Jul,1,1,0.07,63,60,Geo 1,Geo 3,,,,,
17,25-Jul,1,1,0.41,79,69,Geo 2,Geo 2,,,,,
17,25-Jul,1,1,0.28,37,19,Geo 4,Geo 3,,,,,
17,25-Jul,1,1,0.15,45,38,Geo 2,Geo 2,,,,,
17,25-Jul,1,1,0.2,52,40,Geo 1,Geo 5,,,,,
17,25-Jul,1,1,0.37,65,60,Geo 4,Geo 3,,,,,
17,25-Jul,1,1,0.47,81,70,Geo 2,Geo 2,,,,,
17,25-Jul,1,1,0,46,31,Geo 1,Geo 4,,,,,
17,25-Jul,1,1,0.17,34,24,Geo 2,Geo 5,,,,,
17,25-Jul,1,1,0.39,30,27,Geo 2,Geo 2,,,,,
17,25-Jul,1,1,0.23,71,67,Geo 1,Geo 3,,,,,
17,25-Jul,1,1,0.35,48,43,Geo 1,Geo 1,,,,,
17,25-Jul,1,1,0.43,84,71,Geo 1,Geo 3,,,,,
17,25-Jul,1,1,0.5,40,28,Geo 1,Geo 2,,,,,
17,25-Jul,1,1,0.15,36,31,Geo 1,Geo 4,,,,,
17,25-Jul,1,1,0.07,50,39,Geo 4,Geo 1,,,,,
17,25-Jul,1,1,0.23,44,41,Geo 2,Geo 4,,,,,
17,25-Jul,1,1,0.44,92,79,Geo 2,Geo 4,,,,,
17,25-Jul,1,1,0.45,38,23,Geo 2,Geo 2,,,,,
17,25-Jul,1,1,0.4,64,47,Geo 1,Geo 1,,,,,
17,25-Jul,1,1,0.24,42,40,Geo 4,Geo 3,,,,,
17,25-Jul,1,1,0.38,32,17,Geo 3,Geo 4,,,,,
17,25-Jul,1,1,0.24,36,19,Geo 3,Geo 2,,,,,
17,25-Jul,1,1,0.08,52,33,Geo 4,Geo 3,,,,,
17,25-Jul,1,1,0.32,98,90,Geo 2,Geo 1,,,,,
17,25-Jul,1,1,0.07,87,86,Geo 3,Geo 3,,,,,
17,25-Jul,1,1,0.31,97,92,Geo 3,Geo 5,,,,,
17,25-Jul,1,1,0.08,77,67,Geo 1,Geo 2,,,,,
17,25-Jul,1,1,0.46,41,31,Geo 2,Geo 2,,,,,
17,25-Jul,1,1,0.32,55,53,Geo 1,Geo 5,,,,,
17,25-Jul,1,1,0.32,36,25,Geo 2,Geo 1,,,,,
17,25-Jul,1,1,0.48,35,16,Geo 1,Geo 3,,,,,
17,25-Jul,1,1,0.3,32,23,Geo 4,Geo 2,,,,,
17,25-Jul,1,1,0.16,43,40,Geo 1,Geo 3,,,,,
17,25-Jul,1,1,0.22,65,59,Geo 4,Geo 2,,,,,
17,25-Jul,1,1,0.18,69,68,Geo 1,Geo 3,,,,,
17,25-Jul,1,1,0.1,34,27,Geo 2,Geo 3,,,,,
17,25-Jul,1,1,0.23,50,43,Geo 1,Geo 1,,,,,
17,25-Jul,1,1,0.13,54,35,Geo 4,Geo 4,,,,,
17,25-Jul,1,1,0.08,34,21,Geo 4,Geo 5,,,,,
17,25-Jul,1,1,0.01,48,42,Geo 2,Geo 3,,,,,
17,25-Jul,1,1,0.1,31,29,Geo 2,Geo 5,,,,,
17,25-Jul,1,1,0.07,33,21,Geo 3,Geo 2,,,,,
17,25-Jul,1,1,0.2,35,23,Geo 2,Geo 1,,,,,
17,25-Jul,1,1,0.29,36,19,Geo 1,Geo 1,,,,,
17,25-Jul,1,1,0.5,74,60,Geo 4,Geo 3,,,,,
17,25-Jul,1,1,0.27,60,55,Geo 1,Geo 1,,,,,
17,25-Jul,1,1,0.4,33,26,Geo 2,Geo 3,,,,,
17,25-Jul,1,1,0.25,53,45,Geo 1,Geo 3,,,,,
17,25-Jul,2,1,0.16,60,32,Geo 2,Geo 3,,,,,
17,25-Jul,1,1,0.02,64,62,Geo 3,Geo 4,,,,,
17,25-Jul,1,1,0.35,68,59,Geo 1,Geo 2,,,,,
17,25-Jul,1,1,0.23,77,68,Geo 1,Geo 2,,,,,
17,25-Jul,1,1,0.03,40,21,Geo 3,Geo 2,,,,,
17,25-Jul,1,1,0.48,41,29,Geo 1,Geo 2,,,,,
17,25-Jul,1,1,0.29,56,35,Geo 2,Geo 3,,,,,
17,25-Jul,1,1,0.18,54,41,Geo 2,Geo 2,,,,,
17,25-Jul,1,1,0.21,44,26,Geo 2,Geo 2,,,,,
17,25-Jul,1,1,0.41,73,63,Geo 2,Geo 3,,,,,
17,25-Jul,1,1,0.37,59,43,Geo 2,Geo 3,,,,,
17,25-Jul,1,1,0.12,59,56,Geo 1,Geo 1,,,,,
17,25-Jul,1,1,0.38,34,34,Geo 1,Geo 2,,,,,
17,25-Jul,1,1,0.49,45,29,Geo 3,Geo 2,,,,,
17,25-Jul,1,1,0.26,54,42,Geo 2,Geo 3,,,,,
17,25-Jul,1,1,0.44,34,21,Geo 4,Geo 2,,,,,
17,25-Jul,1,1,0.02,81,72,Geo 2,Geo 1,,,,,
17,25-Jul,1,1,0.37,64,48,Geo 1,Geo 4,,,,,
17,25-Jul,1,1,0.08,40,32,Geo 2,Geo 2,,,,,
17,25-Jul,1,1,0.02,30,12,Geo 4,Geo 3,,,,,
17,25-Jul,1,1,0.32,63,61,Geo 1,Geo 3,,,,,
18,25-Jul,2,1,0.38,33,30,Geo 2,Geo 4,,,,,
18,25-Jul,1,1,0.13,37,32,Geo 1,Geo 1,,,,,
18,25-Jul,1,1,0.44,65,61,Geo 1,Geo 1,,,,,
18,25-Jul,1,1,0.37,47,42,Geo 3,Geo 2,,,,,
18,25-Jul,1,1,0.25,61,53,Geo 1,Geo 2,,,,,
18,25-Jul,1,1,0.26,99,95,Geo 2,Geo 2,,,,,
18,25-Jul,1,1,0.46,33,18,Geo 4,Geo 3,,,,,
18,25-Jul,2,1,0.31,63,59,Geo 2,Geo 1,,,,,
18,25-Jul,1,1,0.48,62,45,Geo 1,Geo 2,,,,,
18,25-Jul,1,1,0.13,37,29,Geo 4,Geo 1,,,,,
18,25-Jul,1,1,0.05,38,23,Geo 4,Geo 3,,,,,
18,25-Jul,1,1,0.04,40,21,Geo 2,Geo 2,,,,,
18,25-Jul,1,1,0.27,32,23,Geo 4,Geo 1,,,,,
18,25-Jul,1,1,0.15,40,22,Geo 2,Geo 2,,,,,
18,25-Jul,1,1,0.05,85,83,Geo 3,Geo 2,,,,,
18,25-Jul,1,1,0.28,65,57,Geo 3,Geo 4,,,,,
18,25-Jul,1,1,0.29,49,31,Geo 4,Geo 1,,,,,
18,25-Jul,1,1,0.21,68,64,Geo 1,Geo 3,,,,,
18,25-Jul,1,1,0.25,60,50,Geo 3,Geo 3,,,,,
18,25-Jul,1,1,0.21,80,68,Geo 2,Geo 3,,,,,
18,25-Jul,1,1,0.14,43,26,Geo 1,Geo 4,,,,,
18,25-Jul,1,1,0.36,53,37,Geo 2,Geo 3,,,,,
18,25-Jul,1,1,0.02,56,49,Geo 3,Geo 3,,,,,
18,25-Jul,1,1,0.37,31,29,Geo 2,Geo 1,,,,,
18,25-Jul,1,1,0.21,74,62,Geo 1,Geo 2,,,,,
18,25-Jul,1,1,0.09,32,20,Geo 2,Geo 1,,,,,
18,25-Jul,1,1,0.45,36,24,Geo 3,Geo 3,,,,,
18,25-Jul,1,1,0.43,76,72,Geo 3,Geo 4,,,,,
18,25-Jul,1,1,0.28,94,79,Geo 1,Geo 4,,,,,
18,25-Jul,1,1,0.25,70,56,Geo 2,Geo 2,,,,,
18,25-Jul,1,1,0.31,54,31,Geo 2,Geo 4,,,,,
18,25-Jul,1,1,0.03,64,46,Geo 3,Geo 1,,,,,
18,25-Jul,1,1,0.46,40,21,Geo 2,Geo 4,,,,,
18,25-Jul,1,1,0.47,75,70,Geo 4,Geo 2,,,,,
18,25-Jul,1,1,0.48,33,18,Geo 2,Geo 3,,,,,
18,25-Jul,1,1,0.05,97,90,Geo 1,Geo 2,,,,,
18,25-Jul,1,1,0.31,46,30,Geo 1,Geo 1,,,,,
18,25-Jul,1,1,0.35,69,60,Geo 2,Geo 2,,,,,
18,25-Jul,1,1,0.31,36,30,Geo 1,Geo 3,,,,,
18,25-Jul,1,1,0.18,45,40,Geo 1,Geo 3,,,,,
18,25-Jul,1,1,0.47,31,16,Geo 2,Geo 3,,,,,
18,25-Jul,1,1,0.2,37,25,Geo 2,Geo 1,,,,,
18,25-Jul,1,1,0.11,31,16,Geo 2,Geo 3,,,,,
18,25-Jul,1,1,0.12,30,12,Geo 3,Geo 4,,,,,
18,25-Jul,1,1,0.47,56,50,Geo 1,Geo 1,,,,,
18,25-Jul,1,1,0.01,75,74,Geo 2,Geo 1,,,,,
18,25-Jul,1,1,0.14,56,52,Geo 3,Geo 1,,,,,
18,25-Jul,1,1,0.12,66,62,Geo 4,Geo 1,,,,,
18,25-Jul,1,1,0.23,31,12,Geo 2,Geo 1,,,,,
18,25-Jul,1,1,0.09,39,30,Geo 1,Geo 2,,,,,
18,25-Jul,1,1,0.29,32,18,Geo 2,Geo 1,,,,,
18,25-Jul,1,1,0.14,96,86,Geo 3,Geo 3,,,,,
18,25-Jul,1,1,0.12,72,61,Geo 4,Geo 2,,,,,
18,25-Jul,1,1,0.29,39,29,Geo 1,Geo 4,,,,,
18,25-Jul,1,1,0.41,79,78,Geo 1,Geo 2,,,,,
18,25-Jul,1,1,0.19,32,23,Geo 2,Geo 2,,,,,
18,25-Jul,1,1,0.26,52,34,Geo 1,Geo 4,,,,,
18,25-Jul,1,1,0.41,31,29,Geo 2,Geo 3,,,,,
18,25-Jul,1,1,0.44,47,35,Geo 3,Geo 5,,,,,
18,25-Jul,1,1,0.12,62,48,Geo 2,Geo 4,,,,,
18,25-Jul,1,1,0,46,29,Geo 4,Geo 1,,,,,
18,25-Jul,1,1,0.42,48,34,Geo 2,Geo 2,,,,,
18,25-Jul,1,1,0.47,32,17,Geo 1,Geo 2,,,,,
18,25-Jul,1,1,0.06,67,55,Geo 3,Geo 4,,,,,
18,25-Jul,1,1,0.12,38,20,Geo 2,Geo 1,,,,,
18,25-Jul,1,1,0.47,45,39,Geo 1,Geo 1,,,,,
18,25-Jul,1,1,0.45,72,63,Geo 2,Geo 3,,,,,
18,25-Jul,1,1,0.06,62,62,Geo 2,Geo 2,,,,,
18,25-Jul,1,1,0.33,67,59,Geo 2,Geo 1,,,,,
18,25-Jul,1,1,0.47,41,30,Geo 3,Geo 2,,,,,
18,25-Jul,1,1,0.37,35,22,Geo 4,Geo 5,,,,,
18,25-Jul,1,1,0.47,41,23,Geo 3,Geo 3,,,,,
18,25-Jul,1,1,0.02,31,18,Geo 1,Geo 2,,,,,
18,25-Jul,1,1,0.14,57,46,Geo 2,Geo 3,,,,,
18,25-Jul,1,1,0.22,34,16,Geo 2,Geo 1,,,,,
18,25-Jul,1,1,0.46,57,51,Geo 1,Geo 3,,,,,
18,25-Jul,1,1,0.11,36,18,Geo 2,Geo 3,,,,,
18,25-Jul,1,1,0.09,74,50,Geo 4,Geo 4,,,,,
18,25-Jul,1,1,0.37,57,55,Geo 1,Geo 1,,,,,
18,25-Jul,1,1,0.02,75,70,Geo 3,Geo 2,,,,,
18,25-Jul,1,1,0.3,64,61,Geo 2,Geo 1,,,,,
18,25-Jul,1,1,0.43,38,22,Geo 1,Geo 1,,,,,
18,25-Jul,1,1,0.44,60,52,Geo 2,Geo 3,,,,,
18,25-Jul,1,1,0.38,97,96,Geo 2,Geo 5,,,,,
18,25-Jul,1,1,0.39,98,84,Geo 2,Geo 3,,,,,
18,25-Jul,1,1,0.02,42,30,Geo 1,Geo 4,,,,,
18,25-Jul,1,1,0.38,42,27,Geo 3,Geo 2,,,,,
18,25-Jul,1,1,0.5,49,35,Geo 4,Geo 1,,,,,
18,25-Jul,1,1,0.49,81,74,Geo 2,Geo 1,,,,,
18,25-Jul,1,1,0.21,73,46,Geo 1,Geo 4,,,,,
18,25-Jul,1,1,0.36,99,97,Geo 4,Geo 4,,,,,
18,25-Jul,1,1,0.16,48,33,Geo 1,Geo 1,,,,,
18,25-Jul,1,1,0.25,39,30,Geo 4,Geo 4,,,,,
19,25-Jul,1,1,0.41,54,39,Geo 3,Geo 3,,,,,
19,25-Jul,1,1,0.44,33,27,Geo 2,Geo 2,,,,,
19,25-Jul,1,1,0.19,41,26,Geo 2,Geo 1,,,,,
19,25-Jul,1,1,0.28,97,93,Geo 4,Geo 2,,,,,
19,25-Jul,1,1,0.48,36,20,Geo 4,Geo 3,,,,,
19,25-Jul,1,1,0.44,46,32,Geo 1,Geo 3,,,,,
19,25-Jul,1,1,0.4,62,62,Geo 4,Geo 1,,,,,
19,25-Jul,1,1,0.43,31,23,Geo 3,Geo 3,,,,,
19,25-Jul,1,1,0.19,35,29,Geo 4,Geo 3,,,,,
19,25-Jul,1,1,0.45,61,42,Geo 1,Geo 3,,,,,
19,25-Jul,1,1,0.47,93,89,Geo 2,Geo 2,,,,,
19,25-Jul,1,1,0.32,34,26,Geo 1,Geo 2,,,,,
19,25-Jul,1,1,0.5,41,30,Geo 2,Geo 2,,,,,
19,25-Jul,1,1,0.3,37,24,Geo 1,Geo 5,,,,,
19,25-Jul,1,1,0.31,31,28,Geo 2,Geo 2,,,,,
19,25-Jul,1,1,0.1,32,15,Geo 3,Geo 1,,,,,
19,25-Jul,1,1,0.43,94,83,Geo 1,Geo 3,,,,,
19,25-Jul,1,1,0.39,33,29,Geo 1,Geo 4,,,,,
19,25-Jul,1,1,0.2,38,30,Geo 4,Geo 4,,,,,
19,25-Jul,1,1,0.08,96,94,Geo 1,Geo 2,,,,,
19,25-Jul,1,1,0.4,60,40,Geo 1,Geo 2,,,,,
19,25-Jul,1,1,0.21,39,33,Geo 2,Geo 3,,,,,
19,25-Jul,1,1,0.24,39,25,Geo 2,Geo 2,,,,,
19,25-Jul,1,1,0.4,31,12,Geo 2,Geo 2,,,,,
19,25-Jul,1,1,0.43,65,62,Geo 1,Geo 1,,,,,
19,25-Jul,1,1,0.49,95,92,Geo 1,Geo 3,,,,,
19,25-Jul,1,1,0.08,34,27,Geo 2,Geo 3,,,,,
19,25-Jul,1,1,0.31,79,76,Geo 4,Geo 1,,,,,
19,25-Jul,1,1,0.46,76,68,Geo 2,Geo 2,,,,,
19,25-Jul,1,1,0.28,36,27,Geo 2,Geo 2,,,,,
19,25-Jul,1,1,0.12,95,87,Geo 2,Geo 2,,,,,
19,25-Jul,1,1,0.22,52,48,Geo 2,Geo 2,,,,,
19,25-Jul,1,1,0.21,82,78,Geo 3,Geo 3,,,,,
19,25-Jul,1,1,0.05,38,23,Geo 3,Geo 1,,,,,
19,25-Jul,1,1,0.22,38,31,Geo 2,Geo 3,,,,,
19,25-Jul,1,1,0.11,51,48,Geo 1,Geo 1,,,,,
19,25-Jul,3,1,0.28,32,15,Geo 4,Geo 5,,,,,
19,25-Jul,1,1,0.31,56,37,Geo 2,Geo 4,,,,,
19,25-Jul,1,1,0.4,74,73,Geo 3,Geo 2,,,,,
19,25-Jul,1,1,0.32,31,30,Geo 3,Geo 2,,,,,
19,25-Jul,1,1,0.12,44,43,Geo 2,Geo 1,,,,,
19,25-Jul,1,1,0.32,30,20,Geo 3,Geo 1,,,,,
19,25-Jul,1,1,0.35,89,82,Geo 3,Geo 5,,,,,
19,25-Jul,1,1,0.48,51,44,Geo 3,Geo 4,,,,,
19,25-Jul,1,1,0.33,89,77,Geo 1,Geo 1,,,,,
19,25-Jul,1,1,0.19,50,46,Geo 2,Geo 1,,,,,
19,25-Jul,1,1,0.22,39,24,Geo 2,Geo 5,,,,,
19,25-Jul,1,1,0.13,75,68,Geo 2,Geo 4,,,,,
19,25-Jul,1,1,0.43,49,35,Geo 2,Geo 2,,,,,
19,25-Jul,1,1,0.08,39,28,Geo 2,Geo 2,,,,,
19,25-Jul,1,1,0.16,81,76,Geo 2,Geo 3,,,,,
19,25-Jul,1,1,0.47,34,23,Geo 3,Geo 5,,,,,
19,25-Jul,1,1,0.43,38,34,Geo 3,Geo 3,,,,,
19,25-Jul,1,1,0.14,30,25,Geo 3,Geo 1,,,,,
19,25-Jul,1,1,0.23,38,22,Geo 3,Geo 1,,,,,
19,25-Jul,1,1,0.16,59,49,Geo 1,Geo 2,,,,,
19,25-Jul,1,1,0.04,42,28,Geo 3,Geo 3,,,,,
19,25-Jul,1,1,0.08,65,56,Geo 2,Geo 3,,,,,
19,25-Jul,1,1,0.4,85,80,Geo 2,Geo 1,,,,,
19,25-Jul,2,1,0.18,31,18,Geo 2,Geo 4,,,,,
19,25-Jul,1,1,0.23,46,32,Geo 2,Geo 2,,,,,
19,25-Jul,1,1,0.31,39,22,Geo 2,Geo 2,,,,,
19,25-Jul,1,1,0.3,54,52,Geo 2,Geo 5,,,,,
19,25-Jul,1,1,0.48,47,45,Geo 3,Geo 1,,,,,
19,25-Jul,1,1,0.46,43,41,Geo 3,Geo 2,,,,,
19,25-Jul,1,1,0.06,88,74,Geo 2,Geo 3,,,,,
19,25-Jul,1,1,0.01,74,66,Geo 1,Geo 2,,,,,
19,25-Jul,1,1,0.45,43,26,Geo 2,Geo 1,,,,,
19,25-Jul,1,1,0.22,67,62,Geo 3,Geo 1,,,,,
19,25-Jul,1,1,0.44,36,23,Geo 1,Geo 1,,,,,
19,25-Jul,1,1,0.45,62,58,Geo 1,Geo 4,,,,,
19,25-Jul,1,1,0.48,45,31,Geo 2,Geo 1,,,,,
19,25-Jul,1,1,0.08,57,48,Geo 2,Geo 4,,,,,
20,25-Jul,1,1,0.08,97,84,Geo 3,Geo 3,,,,,
20,25-Jul,2,1,0.26,83,78,Geo 2,Geo 2,,,,,
20,25-Jul,1,1,0.11,30,19,Geo 4,Geo 2,,,,,
20,25-Jul,1,1,0.39,92,89,Geo 2,Geo 4,,,,,
20,25-Jul,1,1,0.16,37,26,Geo 4,Geo 1,,,,,
20,25-Jul,1,1,0.49,32,19,Geo 4,Geo 3,,,,,
20,25-Jul,1,1,0.17,57,45,Geo 3,Geo 1,,,,,
20,25-Jul,1,1,0.08,30,22,Geo 2,Geo 5,,,,,
20,25-Jul,1,1,0.26,34,20,Geo 1,Geo 4,,,,,
20,25-Jul,1,1,0.28,54,48,Geo 2,Geo 4,,,,,
20,25-Jul,1,1,0.06,91,84,Geo 3,Geo 1,,,,,
20,25-Jul,1,1,0.34,80,70,Geo 2,Geo 4,,,,,
20,25-Jul,1,1,0.04,37,35,Geo 1,Geo 1,,,,,
20,25-Jul,1,1,0.4,96,84,Geo 1,Geo 4,,,,,
20,25-Jul,1,1,0,31,28,Geo 1,Geo 3,,,,,
20,25-Jul,1,1,0.16,34,21,Geo 2,Geo 3,,,,,
20,25-Jul,1,1,0.11,56,37,Geo 2,Geo 5,,,,,
20,25-Jul,2,1,0.19,58,31,Geo 2,Geo 2,,,,,
20,25-Jul,1,1,0.29,65,42,Geo 1,Geo 1,,,,,
20,25-Jul,1,1,0.36,64,48,Geo 4,Geo 3,,,,,
20,25-Jul,1,1,0.16,37,20,Geo 2,Geo 1,,,,,
20,25-Jul,1,1,0.18,64,55,Geo 1,Geo 3,,,,,
20,25-Jul,1,1,0.06,37,20,Geo 3,Geo 2,,,,,
20,25-Jul,1,1,0.27,59,33,Geo 3,Geo 4,,,,,
20,25-Jul,1,1,0.36,39,29,Geo 3,Geo 1,,,,,
20,25-Jul,1,1,0.13,32,27,Geo 2,Geo 1,,,,,
20,25-Jul,1,1,0.17,73,64,Geo 1,Geo 3,,,,,
20,25-Jul,1,1,0.44,51,40,Geo 1,Geo 1,,,,,
20,25-Jul,1,1,0.05,96,92,Geo 1,Geo 4,,,,,
20,25-Jul,1,1,0.49,43,36,Geo 1,Geo 2,,,,,
20,25-Jul,1,1,0.05,38,29,Geo 1,Geo 3,,,,,
20,25-Jul,1,1,0.33,43,35,Geo 2,Geo 4,,,,,
20,25-Jul,1,1,0.09,40,25,Geo 2,Geo 1,,,,,
20,25-Jul,1,1,0.5,34,18,Geo 3,Geo 3,,,,,
20,25-Jul,1,1,0.02,76,66,Geo 3,Geo 1,,,,,
20,25-Jul,1,1,0.33,43,26,Geo 2,Geo 2,,,,,
20,25-Jul,1,1,0.5,97,96,Geo 3,Geo 1,,,,,
20,25-Jul,1,1,0.05,37,28,Geo 2,Geo 2,,,,,
20,25-Jul,1,1,0.1,32,29,Geo 1,Geo 2,,,,,
20,25-Jul,1,1,0.18,38,23,Geo 1,Geo 3,,,,,
20,25-Jul,1,1,0.34,40,25,Geo 3,Geo 3,,,,,
20,25-Jul,1,1,0.04,71,61,Geo 2,Geo 1,,,,,
20,25-Jul,1,1,0.15,30,20,Geo 2,Geo 3,,,,,
20,25-Jul,1,1,0.18,63,56,Geo 3,Geo 2,,,,,
20,25-Jul,1,1,0.38,63,46,Geo 1,Geo 4,,,,,
20,25-Jul,1,1,0.35,53,53,Geo 4,Geo 5,,,,,
20,25-Jul,1,1,0.46,65,55,Geo 1,Geo 4,,,,,
20,25-Jul,1,1,0.2,62,40,Geo 1,Geo 1,,,,,
20,25-Jul,1,1,0.24,30,20,Geo 4,Geo 1,,,,,
20,25-Jul,1,1,0.28,34,18,Geo 3,Geo 4,,,,,
20,25-Jul,1,1,0.3,78,49,Geo 2,Geo 2,,,,,
20,25-Jul,1,1,0.34,53,51,Geo 1,Geo 1,,,,,
20,25-Jul,1,1,0.26,63,60,Geo 4,Geo 1,,,,,
20,25-Jul,1,1,0.45,49,48,Geo 1,Geo 1,,,,,
20,25-Jul,1,1,0.09,54,46,Geo 2,Geo 2,,,,,
20,25-Jul,1,1,0.03,49,30,Geo 1,Geo 1,,,,,
20,25-Jul,1,1,0.25,35,23,Geo 1,Geo 2,,,,,
20,25-Jul,1,1,0.17,31,21,Geo 3,Geo 5,,,,,
20,25-Jul,1,1,0.24,64,64,Geo 1,Geo 2,,,,,
21,25-Jul,1,1,0.24,32,19,Geo 3,Geo 2,,,,,
21,25-Jul,1,1,0.12,99,93,Geo 1,Geo 2,,,,,
21,25-Jul,1,1,0.08,54,44,Geo 1,Geo 3,,,,,
21,25-Jul,1,1,0.24,68,59,Geo 2,Geo 4,,,,,
